full_text,sentiment
Pak @jokowi buktikan Indonesia mampu dg membangun pabrik baterai kendaraan listrik pertama di Asia Tenggara https://t.co/OsmridFZ6N,positive
Pabrik Baterai Kendaraan Listrik Terbesar di ASEAN Dibangun di Jabar https://t.co/Hxnwn6y0Zu,neutral
Pastiin kamu nonton livenya ya Sahabat! Ada banyak banget informasi lengkap seputar kendaraan listrik plus kamu bisa menangin hadiah e-voucher total jutaan rupiah. Pasang reminder dari sekarang yuk! #AdiraFinance #AdiraTalks⁣ #AdiraVirtualExpo2021,positive
Sahabat masih bingung untuk wujudkan impian punya kendaraan listrik? https://t.co/QNzD8zczsQ,neutral
Transformasi dr negara pengekspor bahan mentah menjadi negara produsen barang jadi. Melalui manajemen pengelolaan yg baik dlm 3-4 thn ke dpn Indonesia akan menjd produsen utama produk2 brg jd berbasis nikel : baterai lithium baterai listrik baterai kendaraan listrik. @jokowi https://t.co/qFSE2RRxmj,neutral
@Beritasatu Batere Kendaraan Listrik tha?! Kendaraan Listriknya siapa yg produksi? Rakyat diajari konsumtif terus? #BubarkanSemuaPartai saja lah gak ada gunanya semua ... Apalagi @PKSejahtera,negative
#Puan Maharani: Industri Kendaraan Listrik Harus Bisa Dirasakan Rakyat - https://t.co/gL4HNBd1Bc #PuanMaharani https://t.co/ikFvmjcmrt,neutral
Bangun Pabrik Baterai Kendaraan Listrik Puan: Manfaatnya Harus Bisa Dirasakan Rakyat https://t.co/AuLyxcgHZN https://t.co/54rJgJDX6s,neutral
 Saya yakin dalam 3 sampai 4 tahun ke depan melalui manajemen yang baik manajemen pengelolaan yang baik Indonesia akan bisa menjadi produsen utama produk-produk barang jadi berbasis nikel seperti baterai litium baterai listrik baterai kendaraan listrik ucapnya. https://t.co/dibIaZhfsE,neutral
Presiden juga berharap kolaborasi antara perusahaan Korea Selatan dengan perusahaan Indonesia akan makin diperkuat serta melibatkan usaha mikro kecil dan usaha menengah yang ada di Tanah Air termasuk realisasi kerja sama investasi dalam industri baterai dan kendaraan listrik. https://t.co/xnHm8yYAMW,neutral
 Kita patut bersyukur hari ini bisa menyaksikan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Presiden Jokowi dalam sambutannya saat peresmian berlangsung. https://t.co/fSaJmgr5zE,neutral
Tak hanya di Indonesia pabrik milik PT HKML Battery Indonesia yang berlokasi di Kompleks Karawang New Industrial City Kabupaten Karawang tersebut juga merupakan pabrik baterai kendaraan listrik pertama yang ada di Asia Tenggara. https://t.co/aJaVe27Kyw,neutral
Presiden Joko Widodo pagi ini Rabu 15 September 2021 melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/rXg6G6bdiQ,neutral
Presiden Joko Widodo pagi ini Rabu 15 September 2021 melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/miwI6IvWUk,neutral
Presiden juga berharap kolaborasi antara perusahaan Korea Selatan dengan perusahaan Indonesia akan makin diperkuat serta melibatkan usaha mikro kecil dan usaha menengah yang ada di Tanah Air termasuk realisasi kerja sama investasi dalam industri baterai dan kendaraan listrik. https://t.co/qLsqRUzLh2,neutral
 Kita patut bersyukur hari ini bisa menyaksikan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Presiden Jokowi dalam sambutannya saat peresmian berlangsung. https://t.co/9V8V8lUt2d,neutral
Presiden Joko Widodo pagi ini Rabu 15 September 2021 melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/NIupgs5G9Z,neutral
Hyundai Motor dan LG Bangun Pabrik Sel Baterai Kendaraan Listrik di Karawang Pertama di ASEAN https://t.co/4pQLxAtmQ2,neutral
General Motors Co pada hari Rabu merekomendasikan agar pemilik kendaraan listrik Chevrolet Bolt yang memarkir mobil itu di geladak di lantai atas atau di tempat terbuka agar melakukannya setidaknya 50 kaki (sekitar 15 meter ) dari kendaraan lain. https://t.co/LoK9BpIJlv,neutral
Dalam tiga sampai empat tahun kedepan Jokowi berharap Indonesia dapat menjadi produsen utama produk-produk jadi berbasis nikel seperti baterai lithium baterai listrik hingga baterai kendaraan listrik mengingat Indonesia salah satu negara dengan cadangan nikel terbesar di dunia.,neutral
 Kita patut bersyukur hari ini bisa menyaksikan ground breaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan pertama di Asia Tenggara. Pembangunan ini merupakan wujud keseriusan pemerintah untuk melakukan hilirisasi industri kata Jokowi.,positive
Salah satunya adalah nikel. Kemarin pagi Presiden Jokowi meresmikan pembukaan pabrik industri baterai kendaraan listrik di Karawang Jawa Barat.,neutral
 Groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia milik PT HKML Battery Indonesia digelar di Kompleks Karawang New Industrial City Kab. Karawang siang tadi. Acara ini adalah tindak lanjut kunjungan saya ke Busan Korea Selatan dua tahun lalu ,neutral
Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara Presiden: Ubah Struktur Ekonomi Berbasis Komoditas Menjadi Ekonomi Berbasis Inovasi Teknologi https://t.co/sfQQnUq4yK,neutral
Jokowi: Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Indonesia Bahkan di Asia Tenggara https://t.co/jeEdeM1ffA,neutral
Presiden Jokowi Groundbreaking Pabrik Baterai Kendaraan Listrik di Karawang #SIS 16/09 Selengkapnya https://t.co/nDK1YcmJCr #Karawang #JawaBarat #Pabrik #BateraiKendaraanListrik #Jokowi #Groundbreaking https://t.co/r8XAHRuW3O,neutral
Industri Kendaraan Listrik Kata Mbak Puan Harus Bisa Serap Tenaga Seluas-luas untuk Rakyat @puanmaharani_ri @PDI_Perjuangan https://t.co/qu4h7BPmsP,neutral
Catat tepat 1 bulan mendatang yaitu per 16 Oktober 2021 aturan baru mengenai tarif PPnBM kendaraan listrik mulai berlaku. Simak beritanya di sini https://t.co/tL95gOlQdC #PPnBM #pajakmobil #diskonpajak #pajakbawangmewah #nasional #mobillistrik #hybrid https://t.co/ZgGw8YqZmB,neutral
Personil Ditpamobvit beserta security melaksanakan pemeriksaan kendaraan yang keluar/masuk area PT. Krakatau Daya Listrik https://t.co/wQvTacXPFA,neutral
Indonesia memasuki era Produsen Baterai Mobil Listrik stlh Pres @Jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Ptama di Asia Tenggara yg ak mberikan dukungan &amp; pengembangan ekosistem industri baterai &amp; kendaraan listrik kolaborasi perus KorSel dg Indonesia https://t.co/6lYYFOu9jH,neutral
Indonesia mulai produksi mobil listrik paling lambat Mei 2022 sebagai implementasi pendirian pabrik baterai kendaraan listrik. https://t.co/0yVpjL75ar,neutral
 Ketika pabrik selesai Indonesia akan selangkah lebih dekat untuk membangun rantai pasok kendaraan listrik terintegrasi pertama di dunia sebagai pusat atas industri kendaraan listrik katanya. / #Otomotif https://t.co/2mbf1J4oyq,neutral
Puan: Industri Kendaraan Listrik Harus Bisa Dirasakan Rakyat https://t.co/d9Q7zdRIVA,neutral
Saat ini Indonesia sedang membangun pabrik baterai kendaraan listrik dan ini adalah yg pertama di Asia Tenggara Semua ini bisa terjadi dibawah pemerintahan Presiden Jokowi... Bangganya punya Presiden kyk Pakdhe @jokowi Sehat² ya pak https://t.co/Z1IZ9GEJed,positive
Jabar-University of Nottingham Kembangkan Kendaraan Listrik https://t.co/p3vL64vDLh,neutral
Puan: Industri Kendaraan Listrik Harus Bisa Dirasakan Rakyat https://t.co/PUc7ZI94cp,neutral
Puan: Industri Kendaraan Listrik Harus Bisa Dirasakan Rakyat https://t.co/11XTaukex4,neutral
Jokowi: Indonesia akan Menjadi Produsen Utama Baterai Kendaraan Listrik https://t.co/iwPoTAY09T,neutral
#mostpop Presiden Joko Widodo meresmikan dimulainya pembangunan (groundbreaking) pabrik baterai kendaraan listrik milik PT HKML Battery Indonesia di Karawang Jawa Barat. Pabrik dengan nilai investasi sebesar US$ 1 1 miliar (Rp 15 62 triliun) itu ... https://t.co/Wjn00APJUH,neutral
Presiden Jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik https://t.co/qGOrkSWLRX,neutral
Presiden Jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik https://t.co/TbUvKOP6kE,neutral
Presiden Jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik https://t.co/pxI5lhvrDF,neutral
Ketua PP IMI Dorong Percepatan Migrasi Kendaraan Konvesional ke Kendaraan Listrik https://t.co/KFXC4VjIIy,neutral
 Kita patut bersyukur hari ini bisa menyaksikan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Presiden Jokowi dalam sambutannya saat peresmian berlangsung. #KawalPresidenJokowi https://t.co/XFirNdHTCi,neutral
Tak hanya di Indonesia pabrik milik PT HKML Battery Indonesia yang berlokasi di Kompleks Karawang New Industrial City Kabupaten Karawang tersebut juga merupakan pabrik baterai kendaraan listrik pertama yang ada di Asia Tenggara. #KawalPresidenJokowi https://t.co/jdhSmaFzbc,neutral
Presiden Joko Widodo Rabu 15 September 2021 melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. #KawalPresidenJokowi https://t.co/oZ3gaY1gSJ,neutral
Presiden @jokowi Groundbreaking Pabrik Industri Kendaraan Listrik Karawang 15 September 2021 https://t.co/erzen7FkxO,neutral
Jabar &amp; University of Nottingham Kembangkan Kendaraan Listrik https://t.co/lyFgnz04gY,neutral
Presiden Jokowi Groundbreaking Pabrik Baterai Kendaraan Listrik Pertama di Indonesia: https://t.co/YfyzDpIPLw,neutral
3 Foto Terpopuler: Mobil Teddy Tjokrosaputro Disita hingga Jokowi Groundbreaking Pabrik Baterai Kendaraan Listrik https://t.co/tzkJ6zZQSR https://t.co/EonnOY9ScI,neutral
Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara Presiden: Ubah Struktur Ekonomi Berbasis Komoditas Menjadi Ekonomi Berbasis Inovasi Teknologi https://t.co/i2Nj5WUe6C,neutral
Kita punya pabrik baterai kendaraan listrik pertama di Asia Tenggara. Saatnya Indonesia di era Presiden Jokowi bertransformasi menjadi negara produsen barang jadi bukan pengekspor bahan mentah. Indonesia Bisa! https://t.co/Ta8tNI9vVy,neutral
Indonesia punya pabrik baterai kendaraan listrik pertama di Asia Tenggara. Presiden Jokowi kerja nyata membangun Indonesia. https://t.co/aEsyS8T49f,positive
Mobil Listrik Hyundai Ioniq 5 Kini Jadi Kendaraan Operasional KBRI Seoul https://t.co/orovC7DRoZ via @tribunnews,neutral
Xpeng Heitech startup mobil terbang yang didukung oleh pembuat kendaraan listrik Xpeng Inc menyatakan pada Rabu 14 September bahwa mereka akan mulai mengirimkan mobil terbang ke pelanggan pada tahun 2024. https://t.co/6c5DVdVZ2j,neutral
Presiden Joko Widodo menyatakan bahwa pemerintah Indonesia akan berkomitmen penuh untuk memberikan dukungan dan pengembangan ekosistem industri baterai dan kendaraan listrik. Selengkapnya https://t.co/hlyE8Atd7i,neutral
Presiden Joko Widodo kemarin melakukan groundbreaking pabrik industri baterai listrik milik PT HKML Battery Indonesia di Karawang Jawa Barat yang akan menjadi pabrik baterai kendaraan listrik pertama di Indonesia dan Asia Tenggara. https://t.co/QJXSHNH8J8,neutral
Indonesia punya Pabrik Baterai kendaraan listrik pertama di Asia Tenggara. https://t.co/6YwxWe1t1r,neutral
Tak hanya di Indonesia pabrik milik PT HKML Battery Indonesia yang berlokasi di Kompleks Karawang New Industrial City Kabupaten Karawang tersebut juga merupakan pabrik baterai kendaraan listrik pertama yang ada di Asia Tenggara. https://t.co/nNRNiU3wqM,neutral
Hyundai Motor Group dan LG Energy Solution Ltd memulai pembangunan pabrik sel baterai kendaraan listrik (electric vehicle/EV) di Indonesia pada Rabu (15/09/2021). Selengkapnya https://t.co/FfgRJQm7Hl,neutral
Presiden Joko Widodo (Jokowi) saat menyaksikan peletakan batu pertama pembangunan pabrik baterai untuk kendaraan listrik di Karawang Rabu (15/9) mengatakan era kejayaan komoditas bahan mentah sudah berakhir. https://t.co/bvi73YVBnd,neutral
Presiden @jokowi melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia Rabu (15/9) PT HKML Battery Indonesia juga merupakan pabrik baterai kendaraan listrik pertama yang ada di Asia Tenggara. @jokowi https://t.co/CXNxokySTu,neutral
Diresmikan Ground breaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yg pertama di Asia Tenggara @jokowi #IndonesiaMaju https://t.co/8FMz1pU7dc,neutral
Indonesia bangun pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yg pertama di Asia Tenggara. @jokowi #IndonesiaMaju https://t.co/ywpqPMOk5O,neutral
Indonesia bangun pabrik baterai kendaraan listrik pertama di Asia Tenggara. @jokowi #IndonesiaMaju https://t.co/6E22H4QprQ,neutral
Presiden Jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara https://t.co/cyeXcfx3M5 #pemkotbogor #welovebogor #bogohkbogor #bogorberlari https://t.co/VraANxoSM2,neutral
Teknologi ini merupakan generasi mendatang dari LG yang akan dipasangkan ke berbagai kendaraan listrik dan platform ekslusif Hyundai-KIA mulai 2024. https://t.co/NpOXb4NAW7,neutral
Presiden Joko Widodo melakukan peletakan batu pertama (groundbreaking) pabrik baterai kendaraan listrik pertama di Indonesia bahkan di Asia Tenggara. https://t.co/e6kpdfvn61 #pdiperjuangan,neutral
Terima kasih Presiden Joko Widodo ..karena telah membuat Indonesia memiliki pabrik baterai listrik kendaraan listrik pertama di Asia Tenggara https://t.co/JY6OB68a4C,neutral
Presiden juga berharap kolaborasi antara perusahaan Korea Selatan dengan perusahaan Indonesia akan makin diperkuat serta melibatkan usaha mikro kecil dan usaha menengah yang ada di Tanah Air termasuk realisasi kerja sama investasi dalam industri baterai dan kendaraan listrik. https://t.co/BqWeSzGfhn,neutral
 Kita patut bersyukur hari ini bisa menyaksikan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Presiden Jokowi dalam sambutannya saat peresmian berlangsung. https://t.co/gTPlA6qBqO,neutral
Presiden Joko Widodo pagi ini Rabu 15 September 2021 melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/3quGRAem5T,neutral
Presiden Jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara https://t.co/IYwh9R3XQT via @Berita Merdeka Online,neutral
JOKOWI BUKAN PERAGU Dengan berani memutus kontrak dengan eropa terkait nikel. Indonesia akan bertransformasi menjadi negara produsen utama produk2 BARANG JADI berbasis Nikel sperti Litium Baterai listrik dan Baterai kendaraan listrik INDONESIA KUAT INDONESIA HEBAT @jokowi https://t.co/WtIB5H74Cw,neutral
Indonesia punya pabrik baterai kendaraan listrik pertama di Asia Tenggara di era Presiden @jokowi Terima kasih Pak Indonesia Tangguh Indonesia tumbuh 🇮🇩 https://t.co/aJOxnPinF5,positive
Kemungkinan akan mengundang investor kendaraan listrik ke Indonesia ini adalah magnet besar untuk investor.,neutral
Dua kabar baik. Babak baru industri mobil listrik nasional dimulai dg pembangunan pabrik baterai utk kendaraan listrik di Karawang. Investasi senilai Rp 15 6 T oleh LG dan Hyundai. Kedua kinerja manufaktur Agustus 2021 menggeliat dg tumbuh signifikan. Semoga makin baik!,neutral
 Saya yakin dalam 3 sampai 4 tahun ke depan melalui manajemen yang baik manajemen pengelolaan yang baik Indonesia akan bisa menjadi produsen utama produk-produk barang jadi berbasis nikel seperti baterai litium baterai listrik baterai kendaraan listrik ucapnya. https://t.co/GB5ElocUhf,neutral
Presiden juga berharap kolaborasi antara perusahaan Korea Selatan dengan perusahaan Indonesia akan makin diperkuat serta melibatkan usaha mikro kecil dan usaha menengah yang ada di Tanah Air termasuk realisasi kerja sama investasi dalam industri baterai dan kendaraan listrik. https://t.co/5WvxrJVF9x,neutral
 Kita patut bersyukur hari ini bisa menyaksikan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Presiden Jokowi dalam sambutannya saat peresmian berlangsung. https://t.co/fMHwhLvrPw,neutral
Pemerintah dukung penuh pengembangan ekosistem industri baterai &amp; kendaraan listrik serta terus menggulirkan reformasi struktural utk memberikan kepastian hukum &amp; kemudahan perizinan kepada para pelaku usaha &amp; para investor dalam mengembangkan usahanya di Tanah Air. via @jokowi https://t.co/S7fDyf3JzB,neutral
Tak hanya di Indonesia pabrik milik PT HKML Battery Indonesia yang berlokasi di Kompleks Karawang New Industrial City Kabupaten Karawang tersebut juga merupakan pabrik baterai kendaraan listrik pertama yang ada di Asia Tenggara. https://t.co/tkwGgAvas4,neutral
Presiden Joko Widodo pagi ini Rabu 15 September 2021 melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/4eo0qgK5LK,neutral
Indonesia Bangun Pabrik Baterai Kendaraan Listrik. Pertama Di Asia Tenggara @jokowi https://t.co/ctKWoO4g0s,neutral
Presiden @jokowi: Kita patut bersyukur hari ini bisa menyaksikan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara. @budimandjatmiko @kokokdirgantoro @chicohakim @kangdede78 @danrem https://t.co/uO0ONsVZHY,neutral
Presiden Groundbreaking Pabrik Baterai Kendaraan Listrik https://t.co/cdwES2xP3z,neutral
Presiden Jokowi mengatakan bahwa pemerintah Indonesia akan berkomitmen penuh untuk memberikan dukungan dan pengembangan ekosistem industri baterai dan kendaraan listrik. Pemerintah juga terbuka atas berbagai inisiatif kerjasama dengan negara-negara sahabat ucap Presiden. https://t.co/LM3upxnEDl,neutral
Kita patut bersyukur hari ini bisa menyaksikan _groundbreaking_ pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara. https://t.co/6yZh29Uk8r,neutral
 Saya yakin dalam 3 sampai 4 tahun ke depan melalui manajemen yang baik manajemen pengelolaan yang baik Indonesia akan bisa menjadi produsen utama produk-produk barang jadi berbasis nikel seperti baterai litium baterai listrik baterai kendaraan listrik ucap Kepala Negara https://t.co/lZLuon2aVe,neutral
Presiden Joko Widodo (@jokowi) melakukan Groundbreaking pabrik industri kendaraan listrik di Karawang 15 September 2021 #JokowiGasPolInfrastruktur https://t.co/lU9kXkuJZJ,neutral
Presiden Joko Widodo (@jokowi) melakukan Groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Asia Tenggara #JokowiGasPolInfrastruktur https://t.co/1WXW6E9MHj,neutral
Pabrik baterai kendaraan listrik milik PT HKML Battery Indonesia di Karawang Jawa Barat diresmikan Presiden Jokowi. Begini potretnya: https://t.co/gwqT3oargq,neutral
Raksasa Korea Bangun Pabrik Baterai Kendaraan Listrik Pertama di Indonesia. Menteri Investasi jaminan fasilitas ini akan menyerap lebih banyak tenaga kerja dalam negeri. @Hyundai_Global https://t.co/ISXtgmbk9z,neutral
Indonesia punya pabrik baterai kendaraan listrik pertama di Asia tenggara. #jokowi #indonesiamaju https://t.co/rjufID2Sgu,neutral
Presiden menghadiri Groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di indonesia dan bahkan pertama di Asia tenggara. #jokowi #indonesiamaju https://t.co/RvPWOgx0D3,neutral
Presiden Joko Widodo (@Jokowi) melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia Rabu pagi 15 September 2021. #JokowiGasPolInfrastruktur https://t.co/v2dU1IZK1L,neutral
Teknologi berbasis energi baterai adalah masa depan dunia tidak terkecuali alat transportasi. Dan Indonesia menjadi negara pertama di Asia Tenggara yg mendirikan pabrik baterai kendaraan listrik. Karena itu Presiden Jokowi menyebut hal tsb patut kita syukuri bersama. https://t.co/dV0fERAvUW,positive
Presiden Jokowi Groundbreaking Pabrik Industri Kendaraan Listrik Karawang 15 September 2021 https://t.co/88y6gHIFr6 https://t.co/Oh6fw2B0OD,neutral
 Kita patut bersyukur hari ini bisa menyaksikan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Jokowi. https://t.co/XnS2MHxUGf,neutral
Tak hanya di Indonesia pabrik milik PT HKML Battery Indonesia yang berlokasi di Kompleks Karawang New Industrial City Kabupaten Karawang tersebut juga merupakan pabrik baterai kendaraan listrik pertama yang ada di Asia Tenggara. https://t.co/LzNgaSfc2d,neutral
Presiden Jokowi melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia Rabu (15/9) pagi. https://t.co/IYNf0PotLR,neutral
 Saya yakin dalam 3 sampai 4 tahun ke depan melalui manajemen yang baik manajemen pengelolaan yang baik Indonesia akan bisa menjadi produsen utama produk-produk barang jadi berbasis nikel seperti baterai litium baterai listrik baterai kendaraan listrik ucapnya. https://t.co/0KfcllES0g,neutral
@jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara Pemerintah juga terbuka atas berbagai inisiatif kerja sama dengan negara-negara sahabat https://t.co/swKOfMjPaI,neutral
Jokowi Resmikan Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Indonesia https://t.co/mlDiWHZWhv,neutral
Bismillah Kita patut bersyukur hari ini Rabu 15 September 2021 menyaksikan Groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. Bukan hanya di Indonesia tapi juga pertama di Asia Tenggara @jokowi https://t.co/ztJwh2BpNR,positive
Ganjil genap malah bikin org makin konsumtif beli kendaraan kyk di jakarta tuh 1 rumah mobil bisa sampe 4 kota kecil gini juga macet ya musiman lho. Ga sekalian aja bikin aturan wajib pake Mobil Listrik kuy mborong tesla @PemkotMalang,negative
Presiden @jokowi pada Rabu 15 September 2021 melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/EMXFajEUTy https://t.co/q9GjIYTXqs,neutral
Presiden Joko Widodo (Jokowi) melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik di Karawang Provinsi Jawa Barat (Jabar). https://t.co/JFykZVfYrs #jokowi #jawabarat #pabrikbaterai #groundbreaking #Indonesia https://t.co/25dLL3gr4M,neutral
Presiden Jokowi gaspol Investasi dan membuka lapangan kerja Setelah pabrik kaca di KITB kini pabrik baterai kendaraan Listrik pertama di Indonesia dibangun di Kerawang News Industrial City https://t.co/G9kxf0PGX9,neutral
FBN # Karawang Bakal Miliki Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara https://t.co/6KlTFaePhw,neutral
Jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara https://t.co/CQxX3vVIZs,neutral
Presiden Joko Widodo pagi ini Rabu 15 September 2021 melakukan groundbreaking pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/d8CRyB1Xi4,neutral
Presiden Jokowi Groundbreaking Pembangunan Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara. via @KemensetnegRI #BersamaElshinta https://t.co/fvxrzxTgiy https://t.co/W3Ed3LP36b,neutral
Menteri Bahlil Tegaskan Pabrik Baterai Kendaraan Listrik Menyerap Tenaga Kerja Dalam Negeri - https://t.co/ZMxUvqaYBa https://t.co/BspgLE7Dby,neutral
Dengan pembangunan pabrik baterai kendaraan listrik Jokowi meramal nasib ekonomi Indonesia akan lebih baik dengan menjadi produsen berbagai produk nikel. https://t.co/Mt4fmaFJmN,neutral
Pabrik milik HKML Battery Indonesia ini merupakan pabrik baterai kendaraan listrik pertama bukan hanya di Indonesia tapi juga di Asia Tenggara. https://t.co/Q8JI6RFits,neutral
Apresiasi yg setinggi-tingginya untuk Presiden @jokowi dan jajarannya atas keberaniannya mengubah struktur ekonomi Jokowi Groundbreaking Pabrik Baterai Kendaraan Listrik Pertama di Asia Tenggara https://t.co/5kjNa9uXXY,neutral
Indonesia membangun pabrik baterai kendaraan listrik pertama di Asia tenggara https://t.co/yvKMoXmVyI,neutral
Presiden Jokowi Groundbreaking Pabrik Industri Kendaraan Listrik Karawang 15 September 2021 https://t.co/el30PUQGtE https://t.co/1340XvMvUM,neutral
Indonesia bangun pabrik kendaraan listrik pertama' di Asia Tenggara Halo Ibas ......kabar baik kan. Kasih tauan Pipo gih.. https://t.co/z3NN3ESXU1,neutral
Presiden @jokowi mengatakan bahwa pemerintah Indonesia akan berkomitmen penuh untuk memberikan dukungan dan pengembangan ekosistem industri baterai dan kendaraan listrik https://t.co/jzB6Fm330a,neutral
Presiden @jokowi mengatakan bahwa pemerintah Indonesia akan berkomitmen penuh untuk memberikan dukungan dan pengembangan ekosistem industri baterai dan kendaraan listrik https://t.co/gedCo3XM8Y,neutral
Presiden @jokowi mengatakan bahwa pemerintah Indonesia akan berkomitmen penuh untuk memberikan dukungan dan pengembangan ekosistem industri baterai dan kendaraan listrik https://t.co/YwLAC9Bucx,neutral
 Kita patut bersyukur hari ini bisa menyaksikan _groundbreaking_ pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Presiden @jokowi dalam sambutannya saat peresmian berlangsung. https://t.co/nDoERNALtu,neutral
 Kita patut bersyukur hari ini bisa menyaksikan _groundbreaking_ pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Presiden @jokowi dalam sambutannya saat peresmian berlangsung. https://t.co/pEZDkYej0y,neutral
 Kita patut bersyukur hari ini bisa menyaksikan _groundbreaking_ pembangunan pabrik baterai kendaraan listrik pertama di Indonesia dan bahkan yang pertama di Asia Tenggara ujar Presiden @jokowi dalam sambutannya saat peresmian berlangsung. https://t.co/iY2phcg1Fa,neutral
Dari kebijakan kendaraan listrik roadmap SPKLU SPBKLU dan kini baterai kendaraan listrik. Hari ini (15/09) telah dilakukan groundbreaking pabrik baterai kendaraan listrik pertama di Asia Tenggara oleh Presiden @jokowi,neutral
Sobat Gatrik Pemerintah mendukung penuh pengembangan ekosistem industri baterai dan kendaraan listrik. Kebijakan demi kebijakan yang mendukung percepatan terbentuknya ekosistem kendaraan listrik terus dibenahi. #kendaraanlistrik #kblbb https://t.co/1zL3XoXJ0u,neutral
Presiden @jokowi pagi ini Rabu 15 September 2021 melakukan _groundbreaking_ pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/kgIK9whEOH,neutral
Presiden @jokowi pagi ini Rabu 15 September 2021 melakukan _groundbreaking_ pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/Xln9o5xFgU,neutral
Presiden @jokowi pagi ini Rabu 15 September 2021 melakukan _groundbreaking_ pembangunan pabrik baterai kendaraan listrik pertama di Indonesia. https://t.co/4I8RTjnC0A,neutral
Tuh kan pak @jokowi bikin prestasi lagi. Oposisi sjw kadrun pada pusing kritik dari segi mana lagi. Sebuah pemikiran yang baik karena bagaimanapun nantinya kendaraan listrik ini akan digunakan oleh semua negara di seluruh dunia @Leonita_Lestari @My_LoveNebe @Myaceaeve141 https://t.co/8zmCQF2kza,negative
Kembangkan kendaraan listrik Jabar ajak universitas Inggris https://t.co/KXXrBpLRF5 https://t.co/54aV1K8ljs,neutral
Indonesia menuju negara Industri bukan lagi komoditas. Presiden Jokowi melakukan ground breaking Pabrik Baterai Kendaraan Listrik pertama di Asia Tenggara https://t.co/WGFpL8lroB,neutral
